銘柄コード,銘柄名,市場区分,業種,年間配当金,年間配当回数,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,2026/09/15 08:46:33
2762,ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ　ＦＯＯＤＳ,スタンダード（内国株式）,小売業,16,2,0,0,8,0,0,0,0,0,8,0,0,0,65
2764,ひらまつ,スタンダード（内国株式）,小売業,3,1,0,0,0,0,0,3,0,0,0,0,0,0,171
2767,円谷フィールズホールディングス,プライム（内国株式）,卸売業,70,1,0,0,0,0,0,70,0,0,0,0,0,0,2613
2768,双日,プライム（内国株式）,卸売業,165,2,0,0,0,0,0,82.5,0,0,0,0,0,82.5,5810
2769,ヴィレッジヴァンガードコーポレーション,スタンダード（内国株式）,小売業,14,1,0,0,0,0,0,0,0,14,0,0,0,0,922
276A,ククレブ・アドバイザーズ,グロース（内国株式）,不動産業,22,1,0,0,0,0,0,0,0,0,0,0,22,0,4110
2776,新都ホールディングス,スタンダード（内国株式）,卸売業,,,0,0,0,0,0,0,0,0,0,0,0,0,101
2778,パレモ・ホールディングス,スタンダード（内国株式）,小売業,12,2,0,0,0,0,6,0,0,0,0,0,6,0,116
277A,グロービング,プライム（内国株式）,サービス業,,,0,0,0,0,0,0,0,0,0,0,0,0,1847
2780,コメ兵ホールディングス,スタンダード（内国株式）,小売業,106,2,0,0,0,0,0,53,0,0,0,0,0,53,4395
2782,セリア,スタンダード（内国株式）,小売業,75,2,0,0,0,0,0,37.5,0,0,0,0,0,37.5,4795
2784,アルフレッサ　ホールディングス,プライム（内国株式）,卸売業,68,2,0,0,0,0,0,34,0,0,0,0,0,34,2341
2788,アップルインターナショナル,スタンダード（内国株式）,卸売業,10,1,0,0,10,0,0,0,0,0,0,0,0,0,386
2789,カルラ,スタンダード（内国株式）,小売業,5,1,0,0,0,0,5,0,0,0,0,0,0,0,475
278A,Ｔｅｒｒａ　Ｄｒｏｎｅ,グロース（内国株式）,精密機器,,,0,0,0,0,0,0,0,0,0,0,0,0,20310
2790,ナフコ,スタンダード（内国株式）,小売業,58,2,0,0,0,0,0,29,0,0,0,0,0,29,2070
2791,大黒天物産,プライム（内国株式）,小売業,39,1,0,0,0,0,0,0,0,39,0,0,0,0,4700
2792,ハニーズホールディングス,プライム（内国株式）,小売業,55,2,0,27.5,0,0,0,0,0,27.5,0,0,0,0,1440
2795,日本プリメックス,スタンダード（内国株式）,卸売業,25,1,0,0,0,0,0,25,0,0,0,0,0,0,948
2796,ファーマライズホールディングス,スタンダード（内国株式）,小売業,14,1,0,0,0,0,0,0,0,14,0,0,0,0,507
2798,ワイズテーブルコーポレーション,スタンダード（内国株式）,小売業,,,0,0,0,0,0,0,0,0,0,0,0,0,2993
2801,キッコーマン,プライム（内国株式）,食料品,25,2,0,0,0,0,0,12.5,0,0,0,0,0,12.5,1698
2802,味の素,プライム（内国株式）,食料品,36,2,0,0,0,0,0,18,0,0,0,0,0,18,4920
2804,ブルドックソース,プライム（内国株式）,食料品,45,2,0,0,0,0,0,22.5,0,0,0,0,0,22.5,1853
2805,ヱスビー食品,スタンダード（内国株式）,食料品,38,2,0,0,0,0,0,19,0,0,0,0,0,19,7560
2806,ユタカフーズ,スタンダード（内国株式）,食料品,40,2,0,0,0,0,0,20,0,0,0,0,0,20,1923
2809,キユーピー,プライム（内国株式）,食料品,64,2,0,32,0,0,0,0,0,32,0,0,0,0,4570
280A,ＴＭＨ,グロース（内国株式）,卸売業,,,0,0,0,0,0,0,0,0,0,0,0,0,1062
2810,ハウス食品グループ本社,プライム（内国株式）,食料品,70,2,0,0,0,0,0,35,0,0,0,0,0,35,3922
2811,カゴメ,プライム（内国株式）,食料品,48,1,0,0,48,0,0,0,0,0,0,0,0,0,2763
2813,和弘食品,スタンダード（内国株式）,食料品,100,1,0,0,0,0,0,100,0,0,0,0,0,0,3920
2814,佐藤食品工業,スタンダード（内国株式）,食料品,50,2,0,0,0,0,0,25,0,0,0,0,0,25,1986
2815,アリアケジャパン,プライム（内国株式）,食料品,180,2,0,0,0,0,0,90,0,0,0,0,0,90,5310
2816,ダイショー,スタンダード（内国株式）,食料品,21,2,0,0,0,0,0,10.5,0,0,0,0,0,10.5,1415
2818,ピエトロ,スタンダード（内国株式）,食料品,24,1,0,0,0,0,0,24,0,0,0,0,0,0,1760
2819,エバラ食品工業,スタンダード（内国株式）,食料品,47,2,0,0,0,0,0,23.5,0,0,0,0,0,23.5,2463
281A,インフォメティス,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,403
2820,やまみ,スタンダード（内国株式）,食料品,72,2,0,0,36,0,0,0,0,0,36,0,0,0,6570
282A,グローバルＸ　半導体・トップ１０－日本株式　ＥＴＦ,ETF・ETN,ETF・他,10,2,0,0,0,0,5,0,0,0,0,0,5,0,2196
2831,はごろもフーズ,スタンダード（内国株式）,食料品,70,2,0,0,0,0,0,35,0,0,0,0,0,35,3680
2836,グローバルＸ　フィンテック－日本株式　ＥＴＦ,ETF・ETN,ETF・他,48,2,0,0,0,0,0,25,0,0,0,0,0,23,3246
2837,グローバルＸ　中小型リーダーズ－日本株式　ＥＴＦ,ETF・ETN,ETF・他,36,2,0,0,0,0,0,23,0,0,0,0,0,13,4660
2838,ＭＡＸＩＳ米国国債７－１０年上場投信（為替ヘッジなし）,ETF・ETN,ETF・他,358,4,0,58,0,0,93,0,0,96,0,0,111,0,8267
2839,ＭＡＸＩＳ米国国債７－１０年上場投信（為替ヘッジあり）,ETF・ETN,ETF・他,196,4,0,42,0,0,53,0,0,46,0,0,55,0,4893
283A,グローバルＸ　ＵＳ　テック・配当貴族　ＥＴＦ,ETF・ETN,ETF・他,11,4,0,3,0,0,3,0,0,3,0,0,2,0,1293
2840,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００（為替ヘッジなし）,ETF・ETN,ETF・他,7,2,0,0,4,0,0,0,0,0,3,0,0,0,2595
2841,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００（為替ヘッジあり）,ETF・ETN,ETF・他,6,2,0,0,3,0,0,0,0,0,3,0,0,0,1676
2842,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００インバース,ETF・ETN,ETF・他,,,0,0,0,0,0,0,0,0,0,0,0,0,12320
2843,上場インデックスファンド豪州国債（為替ヘッジあり）,ETF・ETN,ETF・他,138,4,0,35,0,0,37,0,0,34,0,0,32,0,3597
2844,上場インデックスファンド豪州国債（為替ヘッジなし）,ETF・ETN,ETF・他,287,4,0,70,0,0,77,0,0,80,0,0,60,0,5318
2845,ＮＥＸＴ　ＦＵＮＤＳ　ＮＡＳＤＡＱ－１００（為替ヘッジあり）連動型上場投信,ETF・ETN,ETF・他,10,2,0,5,0,0,0,0,0,5,0,0,0,0,3510
2846,ＮＥＸＴ　ＦＵＮＤＳ　ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジあり）連動型上場投信,ETF・ETN,ETF・他,22,2,0,12,0,0,0,0,0,10,0,0,0,0,2517
2847,グローバルＸ　新成長インフラ－日本株式　ＥＴＦ,ETF・ETN,ETF・他,33,2,0,0,0,18,0,0,0,0,0,15,0,0,2944
2848,グローバルＸ　ＭＳＣＩ　気候変動対応－日本株式　ＥＴＦ,ETF・ETN,ETF・他,45,2,0,0,0,24,0,0,0,0,0,21,0,0,2997
2849,グローバルＸ　Ｍｏｒｎｉｎｇｓｔａｒ　高配当　ＥＳＧ－日本株式　ＥＴＦ,ETF・ETN,ETF・他,133,4,8,0,0,72,0,0,9,0,0,44,0,0,5409
2851,ｉシェアーズ　ＭＳＣＩ　ジャパンＳＲＩ　ＥＴＦ,ETF・ETN,ETF・他,6.1,2,0,2.9,0,0,0,0,0,3.2,0,0,0,0,385.700012
2852,ｉシェアーズ　グリーンＪリート　ＥＴＦ,ETF・ETN,ETF・他,7.9,4,0,2.1,0,0,2.5,0,0,1.3,0,0,2,0,171
2853,ｉシェアーズ　気候リスク調整世界国債　ＥＴＦ（除く日本・為替ヘッジあり）,ETF・ETN,ETF・他,17.7,4,4.4,0,0,4.4,0,0,4.5,0,0,4.4,0,0,603.299988
2854,グローバルＸ　テック・トップ２０－日本株式　ＥＴＦ,ETF・ETN,ETF・他,18,2,0,0,0,9,0,0,0,0,0,9,0,0,2633
2855,グローバルＸ　グリーン・Ｊ－ＲＥＩＴ　ＥＴＦ,ETF・ETN,ETF・他,44,6,0,6,0,10,0,6,0,7,0,9,0,6,917
2856,ｉシェアーズ　米国債３－７年　ＥＴＦ（為替ヘッジあり）,ETF・ETN,ETF・他,22.2,4,5.6,0,0,5.5,0,0,5.7,0,0,5.4,0,0,640.400024
2857,ｉシェアーズ　ドイツ国債　ＥＴＦ（為替ヘッジあり）,ETF・ETN,ETF・他,12.5,4,2.7,0,0,3.1,0,0,3.3,0,0,3.4,0,0,615.5
2858,グローバルＸ　日経２２５　カバード・コール　ＥＴＦ（プレミアム再投資型）,ETF・ETN,ETF・他,20,2,0,0,0,2,0,0,0,0,0,18,0,0,1490
2859,ＮＥＸＴ　ＦＵＮＤＳ　ユーロ・ストックス５０指数（為替ヘッジあり）連動型上場投信,ETF・ETN,ETF・他,52,2,0,0,0,0,0,42,0,0,0,0,0,10,3158
285A,キオクシアホールディングス,プライム（内国株式）,電気機器,,,0,0,0,0,0,0,0,0,0,0,0,0,50590
2860,ＮＥＸＴ　ＦＵＮＤＳ　ドイツ株式・ＤＡＸ（為替ヘッジあり）連動型上場投信,ETF・ETN,ETF・他,44,1,0,0,0,0,0,44,0,0,0,0,0,0,3205
2861,上場インデックスファンドフランス国債（為替ヘッジなし）,ETF・ETN,ETF・他,247,4,0,60,0,0,65,0,0,68,0,0,54,0,5414
2862,上場インデックスファンドフランス国債（為替ヘッジあり）,ETF・ETN,ETF・他,114,4,0,29,0,0,29,0,0,26,0,0,30,0,3766
2864,グローバルＸ　ロジスティクス・ＲＥＩＴ　ＥＴＦ,ETF・ETN,ETF・他,40,6,0,5,0,7,0,4,0,14,0,6,0,4,1273
2865,グローバルＸ　ＮＡＳＤＡＱ１００・カバード・コール　ＥＴＦ,ETF・ETN,ETF・他,131,12,11,10,11,12,11,11,12,11,11,11,10,10,1232
2866,グローバルＸ　米国優先証券　ＥＴＦ,ETF・ETN,ETF・他,56,12,4,5,5,5,4,5,5,5,4,4,5,5,934
2867,グローバルＸ　自動運転＆ＥＶ　ＥＴＦ,ETF・ETN,ETF・他,3,1,0,0,0,0,0,0,0,0,3,0,0,0,1650
2868,グローバルＸ　Ｓ＆Ｐ５００・カバード・コール　ＥＴＦ,ETF・ETN,ETF・他,104,12,7,8,8,11,8,10,9,9,8,7,9,10,1103
2869,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００レバレッジ,ETF・ETN,ETF・他,10.36,2,0,0,4.36,0,0,0,0,0,6,0,0,0,2873
286A,ユカリア,グロース（内国株式）,サービス業,,,0,0,0,0,0,0,0,0,0,0,0,0,804
2870,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００ダブルインバース,ETF・ETN,ETF・他,43,2,0,0,20,0,0,0,0,0,23,0,0,0,7741
2871,ニチレイ,プライム（内国株式）,食料品,47,2,0,0,0,0,0,23.5,0,0,0,0,0,23.5,2227
2872,セイヒョー,スタンダード（内国株式）,食料品,18,1,0,0,0,0,18,0,0,0,0,0,0,0,1931
2874,横浜冷凍,プライム（内国株式）,卸売業,24,2,0,0,0,0,0,12,0,0,0,0,0,12,2200
2875,東洋水産,プライム（内国株式）,食料品,220,2,0,0,0,0,0,110,0,0,0,0,0,110,10105
2876,デルソーレ,スタンダード（内国株式）,食料品,12,1,0,0,0,0,0,12,0,0,0,0,0,0,468
2877,日東ベスト,スタンダード（内国株式）,食料品,12,1,0,0,0,0,0,12,0,0,0,0,0,0,752
287A,黒田グループ,スタンダード（内国株式）,卸売業,61,2,0,0,0,0,0,30.5,0,0,0,0,0,30.5,1116
2882,イートアンドホールディングス,プライム（内国株式）,食料品,15,2,0,0,0,0,7.5,0,0,0,0,0,7.5,0,2014
2883,大冷,スタンダード（内国株式）,食料品,60,1,0,0,0,0,0,60,0,0,0,0,0,0,2046
2884,ヨシムラ・フード・ホールディングス,プライム（内国株式）,食料品,,,0,0,0,0,0,0,0,0,0,0,0,0,621
288A,ラクサス・テクノロジーズ,グロース（内国株式）,サービス業,,,0,0,0,0,0,0,0,0,0,0,0,0,93
2892,日本食品化工,スタンダード（内国株式）,食料品,145,2,0,0,0,0,0,72.5,0,0,0,0,0,72.5,4600
2894,石井食品,スタンダード（内国株式）,食料品,4,1,0,0,0,0,0,4,0,0,0,0,0,0,364
2897,日清食品ホールディングス,プライム（内国株式）,食料品,70,2,0,0,0,0,0,35,0,0,0,0,0,35,3006
2901,ウェルディッシュ,スタンダード（内国株式）,食料品,1.5,1,0,0,0,0,0,0,0,0,0,0,1.5,0,149
2903,シノブフーズ,スタンダード（内国株式）,食料品,32,2,0,0,0,0,0,16,0,0,0,0,0,16,1610
2904,一正蒲鉾,スタンダード（内国株式）,食料品,14,1,0,0,0,0,0,0,0,0,14,0,0,0,755
2907,あじかん,スタンダード（内国株式）,食料品,52,1,0,0,0,0,0,52,0,0,0,0,0,0,1534
2908,フジッコ,プライム（内国株式）,食料品,46,2,0,0,0,0,0,23,0,0,0,0,0,23,1621
290A,Ｓｙｎｓｐｅｃｔｉｖｅ,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,1435
2910,ロック・フィールド,プライム（内国株式）,食料品,23,2,11.5,0,0,0,0,0,11.5,0,0,0,0,0,1395
2911,旭松食品,スタンダード（内国株式）,食料品,45,1,0,0,0,0,0,45,0,0,0,0,0,0,2251
2914,日本たばこ産業,プライム（内国株式）,食料品,234,2,0,0,117,0,0,0,0,0,117,0,0,0,6763
2915,ケンコーマヨネーズ,プライム（内国株式）,食料品,67,2,0,0,0,0,0,33.5,0,0,0,0,0,33.5,2076
2916,仙波糖化工業,スタンダード（内国株式）,食料品,15,1,0,0,0,0,0,15,0,0,0,0,0,0,735
2917,大森屋,スタンダード（内国株式）,食料品,10,1,0,0,0,0,0,0,0,0,0,0,0,10,924
2918,わらべや日洋ホールディングス,プライム（内国株式）,食料品,120,2,0,0,0,0,60,0,0,0,0,0,60,0,2744
291A,リスキル,グロース（内国株式）,サービス業,,,0,0,0,0,0,0,0,0,0,0,0,0,1965
2922,なとり,プライム（内国株式）,食料品,26,2,0,0,0,0,0,13,0,0,0,0,0,13,1977
2923,サトウ食品,スタンダード（内国株式）,食料品,75,1,0,0,0,0,0,0,75,0,0,0,0,0,7240
2924,イフジ産業,スタンダード（内国株式）,食料品,67,2,0,0,0,0,0,33.5,0,0,0,0,0,33.5,1906
2926,篠崎屋,スタンダード（内国株式）,食料品,2.5,1,0,0,0,0,0,0,0,0,0,0,0,2.5,122
2927,ＡＦＣ－ＨＤアムスライフサイエンス,スタンダード（内国株式）,食料品,34,2,0,0,0,0,17,0,0,0,0,0,17,0,858
2929,ファーマフーズ,プライム（内国株式）,食料品,25,2,0,0,0,12.5,0,0,0,0,0,12.5,0,0,691
2930,北の達人コーポレーション,プライム（内国株式）,化学,3.5,2,0,0,0,0,1.75,0,0,0,0,0,1.75,0,132
2931,ユーグレナ,プライム（内国株式）,食料品,2,1,0,0,2,0,0,0,0,0,0,0,0,0,346
2932,ＳＴＩフードホールディングス,スタンダード（内国株式）,食料品,40,2,0,0,20,0,0,0,0,0,20,0,0,0,1099
2933,紀文食品,プライム（内国株式）,食料品,20,1,0,0,0,0,0,20,0,0,0,0,0,0,1126
2934,ジェイフロンティア,グロース（内国株式）,食料品,,,0,0,0,0,0,0,0,0,0,0,0,0,2001
2935,ピックルスホールディングス,プライム（内国株式）,食料品,29,2,0,0,0,0,14.5,0,0,0,0,0,14.5,0,1210
2936,ベースフード,グロース（内国株式）,食料品,,,0,0,0,0,0,0,0,0,0,0,0,0,274
2937,サンクゼール,グロース（内国株式）,食料品,35,1,0,0,0,0,0,35,0,0,0,0,0,0,1758
2938,オカムラ食品工業,スタンダード（内国株式）,食料品,19,2,0,0,9.5,0,0,0,0,0,9.5,0,0,0,1268
294A,ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩジャパン気候変動指数（セレクト）連動型上場投信,ETF・ETN,ETF・他,63,2,45,0,0,0,0,0,18,0,0,0,0,0,2859
295A,Ｏｎｅ　ＥＴＦ　ＦＴＳＥ・サウジアラビア・インデックス,ETF・ETN,ETF・他,248,2,0,0,0,54,0,0,0,0,0,194,0,0,9820
2961,日本調理機,スタンダード（内国株式）,金属製品,37.5,1,0,0,0,0,0,0,0,0,0,0,0,37.5,1567
2962,テクニスコ,スタンダード（内国株式）,金属製品,,,0,0,0,0,0,0,0,0,0,0,0,0,1818
296A,令和アカウンティング・ホールディングス,グロース（内国株式）,サービス業,32.5,2,0,0,0,0,0,16.25,0,0,0,0,0,16.25,1183
2970,ＧＬＣ　ＧＲＯＵＰ,スタンダード（内国株式）,不動産業,,,0,0,0,0,0,0,0,0,0,0,0,0,1100
2971,エスコンジャパンリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,ETF・他,7145,2,3615,0,0,0,0,0,3530,0,0,0,0,0,107400
2972,サンケイリアルエステート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,ETF・他,3560,1,0,0,0,0,0,0,0,3560,0,0,0,0,104900
2975,スター・マイカ・ホールディングス,プライム（内国株式）,不動産業,37,2,0,18.5,0,0,0,0,0,18.5,0,0,0,0,1369
2978,ツクルバ,グロース（内国株式）,不動産業,,,0,0,0,0,0,0,0,0,0,0,0,0,344
2979,ＳＯＳｉＬＡ物流リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,ETF・他,5782,2,0,0,0,0,2708,0,0,0,0,0,3074,0,99700
297A,アルピコホールディングス,スタンダード（内国株式）,小売業,5,1,0,0,0,0,0,5,0,0,0,0,0,0,214
2980,ＳＲＥホールディングス,プライム（内国株式）,不動産業,18,1,0,0,0,0,0,18,0,0,0,0,0,0,2269
2981,ランディックス,グロース（内国株式）,不動産業,36.5,2,0,0,0,0,0,18.25,0,0,0,0,0,18.25,2269
2982,ＡＤワークスグループ,プライム（内国株式）,不動産業,16,2,0,0,8,0,0,0,0,0,8,0,0,0,421
2983,アールプランナー,グロース（内国株式）,不動産業,80,2,0,0,0,40,0,0,0,0,0,40,0,0,1685
2984,ヤマイチエステート,スタンダード（内国株式）,不動産業,30,1,0,0,0,0,0,30,0,0,0,0,0,0,757
2986,ＬＡホールディングス,グロース（内国株式）,不動産業,338,2,0,0,169,0,0,0,0,0,169,0,0,0,2828
2989,東海道リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,ETF・他,6556,2,3326,0,0,0,0,0,3230,0,0,0,0,0,95000
298A,ＧＶＡ　ＴＥＣＨ,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,337
2991,ランドネット,スタンダード（内国株式）,不動産業,20,1,0,0,0,0,0,0,0,0,0,20,0,0,530
2993,長栄,スタンダード（内国株式）,不動産業,125,1,0,0,0,0,0,125,0,0,0,0,0,0,2196
2997,ストレージ王,グロース（内国株式）,不動産業,,,0,0,0,0,0,0,0,0,0,0,0,0,1323
2998,クリアル,グロース（内国株式）,不動産業,8,1,0,0,0,0,0,8,0,0,0,0,0,0,537
2999,ホームポジション,スタンダード（内国株式）,不動産業,10,1,0,0,0,0,0,0,0,0,0,0,10,0,499
299A,クラシル,グロース（内国株式）,サービス業,,,0,0,0,0,0,0,0,0,0,0,0,0,1245
3001,片倉工業,スタンダード（内国株式）,繊維製品,60,1,0,0,60,0,0,0,0,0,0,0,0,0,2965
3002,グンゼ,プライム（内国株式）,繊維製品,216,1,0,0,0,0,0,216,0,0,0,0,0,0,4050
3003,ヒューリック,プライム（内国株式）,不動産業,62,2,0,0,31,0,0,0,0,0,31,0,0,0,1757.5
3004,神栄,スタンダード（内国株式）,卸売業,110,1,0,0,0,0,0,110,0,0,0,0,0,0,2067
300A,ＭＩＣ,スタンダード（内国株式）,サービス業,70,1,0,0,0,0,0,70,0,0,0,0,0,0,3105
3010,ポラリス・ホールディングス,スタンダード（内国株式）,サービス業,5,1,0,0,0,0,0,5,0,0,0,0,0,0,188
3011,バナーズ,スタンダード（内国株式）,小売業,5,1,0,0,0,0,0,5,0,0,0,0,0,0,142
3020,アプライド,スタンダード（内国株式）,小売業,130,2,0,0,0,0,0,65,0,0,0,0,0,65,4785
3021,パシフィックネット,スタンダード（内国株式）,サービス業,48,1,0,0,0,0,0,0,0,48,0,0,0,0,1584
3023,ラサ商事,スタンダード（内国株式）,卸売業,80,2,0,0,0,0,0,40,0,0,0,0,0,40,2030
3024,クリエイト,スタンダード（内国株式）,卸売業,40,2,0,0,0,0,0,20,0,0,0,0,0,20,1227
3028,アルペン,プライム（内国株式）,小売業,50,2,0,0,25,0,0,0,0,0,25,0,0,0,2315
302A,ビースタイルホールディングス,グロース（内国株式）,サービス業,,,0,0,0,0,0,0,0,0,0,0,0,0,580
3030,ハブ,スタンダード（内国株式）,小売業,11,1,0,0,0,0,11,0,0,0,0,0,0,0,855
3031,ラクーンホールディングス,プライム（内国株式）,情報・通信業,27,2,13.5,0,0,0,0,0,13.5,0,0,0,0,0,670
3034,クオールホールディングス,プライム（内国株式）,小売業,50,2,0,0,0,0,0,25,0,0,0,0,0,25,2285
3035,ケイティケイ,スタンダード（内国株式）,卸売業,17,2,0,0,0,0,8.5,0,0,0,0,0,8.5,0,755
3036,アルコニックス,プライム（内国株式）,卸売業,87,2,0,0,0,0,0,43.5,0,0,0,0,0,43.5,3250
3038,神戸物産,プライム（内国株式）,卸売業,30,1,30,0,0,0,0,0,0,0,0,0,0,0,3167
303A,ｖｉｓｕｍｏ,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,571
3040,ソリトンシステムズ,プライム（内国株式）,情報・通信業,54,2,0,0,27,0,0,0,0,0,27,0,0,0,2323
3041,ビューティカダンホールディングス,スタンダード（内国株式）,卸売業,5.25,1,0,0,0,0,0,0,0,0,5.25,0,0,0,410
3042,セキュアヴェイル,スタンダード（内国株式）,情報・通信業,5,1,0,0,0,0,0,5,0,0,0,0,0,0,300
3045,カワサキ,スタンダード（内国株式）,卸売業,50,2,0,0,0,0,25,0,0,0,0,0,25,0,1464
3046,ジンズホールディングス,プライム（内国株式）,小売業,109,2,0,0,0,0,54.5,0,0,0,0,0,54.5,0,5760
3048,ビックカメラ,プライム（内国株式）,小売業,41,2,0,0,0,0,20.5,0,0,0,0,0,20.5,0,1749.5
304A,フォルシア,グロース（内国株式）,情報・通信業,,,0,0,0,0,0,0,0,0,0,0,0,0,1949
3050,ＤＣＭホールディングス,プライム（内国株式）,小売業,47,2,0,0,0,0,23.5,0,0,0,0,0,23.5,0,1600
3053,ペッパーフードサービス,スタンダード（内国株式）,小売業,15,2,0,0,7.5,0,0,0,0,0,7.5,0,0,0,201
3054,ハイパー,スタンダード（内国株式）,卸売業,7,2,0,0,3.5,0,0,0,0,0,3.5,0,0,0,351
3058,三洋堂ホールディングス,スタンダード（内国株式）,小売業,4,2,0,0,0,0,0,2,0,0,0,0,0,2,719
3059,ヒラキ,スタンダード（内国株式）,小売業,20,2,0,0,0,0,0,10,0,0,0,0,0,10,712
3063,ジェイグループホールディングス,グロース（内国株式）,小売業,1.5,2,0,0,0,0,0.75,0,0,0,0,0,0.75,0,1162
3064,ＭｏｎｏｔａＲＯ,プライム（内国株式）,小売業,33,2,0,0,16.5,0,0,0,0,0,16.5,0,0,0,1992.5
3065,ライフフーズ,スタンダード（内国株式）,小売業,5,1,0,0,0,0,5,0,0,0,0,0,0,0,1590
3067,東京一番フーズ,スタンダード（内国株式）,小売業,,,0,0,0,0,0,0,0,0,0,0,0,0,468
3068,ＷＤＩ,スタンダード（内国株式）,小売業,17,1,0,0,0,0,0,17,0,0,0,0,0,0,3040
3069,ＪＦＬＡホールディングス,スタンダード（内国株式）,食料品,4,1,0,0,0,0,0,4,0,0,0,0,0,0,166
3070,ジェリービーンズグループ,グロース（内国株式）,卸売業,,,0,0,0,0,0,0,0,0,0,0,0,0,54
3071,ストリーム,スタンダード（内国株式）,小売業,3,1,0,0,0,3,0,0,0,0,0,0,0,0,102
3075,銚子丸,スタンダード（内国株式）,小売業,14,1,0,0,0,0,14,0,0,0,0,0,0,0,1652
3076,あい　ホールディングス,プライム（内国株式）,卸売業,100,2,0,0,50,0,0,0,0,0,50,0,0,0,2996
3077,ホリイフードサービス,スタンダード（内国株式）,小売業,,,0,0,0,0,0,0,0,0,0,0,0,0,1268
3080,ジェーソン,スタンダード（内国株式）,小売業,13,1,0,0,0,0,13,0,0,0,0,0,0,0,811
3082,きちりホールディングス,スタンダード（内国株式）,小売業,7.5,2,0,0,3.75,0,0,0,0,0,3.75,0,0,0,981
3083,スターシーズ,スタンダード（内国株式）,小売業,5,1,0,0,0,0,5,0,0,0,0,0,0,0,1223
3086,Ｊ．フロント　リテイリング,プライム（内国株式）,小売業,54,2,0,0,0,0,27,0,0,0,0,0,27,0,2582.5
3087,ドトール・日レスホールディングス,プライム（内国株式）,小売業,57,2,0,0,0,0,28.5,0,0,0,0,0,28.5,0,3285
3088,マツキヨココカラ＆カンパニー,プライム（内国株式）,小売業,50,2,0,0,0,0,0,25,0,0,0,0,0,25,2560.5
3089,テクノアルファ,スタンダード（内国株式）,卸売業,35,1,0,35,0,0,0,0,0,0,0,0,0,0,1049
3091,ブロンコビリー,プライム（内国株式）,小売業,28,2,0,0,14,0,0,0,0,0,14,0,0,0,2807
3092,ＺＯＺＯ,プライム（内国株式）,小売業,39,2,0,0,0,0,0,19.5,0,0,0,0,0,19.5,1145
3093,トレジャー・ファクトリー,プライム（内国株式）,小売業,40,2,0,0,0,0,20,0,0,0,0,0,20,0,1896
3096,オーシャンシステム,スタンダード（内国株式）,小売業,20,2,0,0,0,0,0,10,0,0,0,0,0,10,1609
3097,物語コーポレーション,プライム（内国株式）,小売業,36,2,0,0,18,0,0,0,0,0,18,0,0,0,5480
3099,三越伊勢丹ホールディングス,プライム（内国株式）,小売業,70,2,0,0,0,0,0,35,0,0,0,0,0,35,3141
3101,東洋紡,プライム（内国株式）,化学,40,1,0,0,0,0,0,40,0,0,0,0,0,0,1614
3103,ユニチカ,スタンダード（内国株式）,繊維製品,,,0,0,0,0,0,0,0,0,0,0,0,0,1380
3104,富士紡ホールディングス,プライム（内国株式）,繊維製品,180,2,0,0,0,0,0,90,0,0,0,0,0,90,3195
3105,日清紡ホールディングス,プライム（内国株式）,電気機器,36,2,0,0,18,0,0,0,0,0,18,0,0,0,2241
3106,倉敷紡績,プライム（内国株式）,繊維製品,307,2,0,0,0,0,0,153.5,0,0,0,0,0,153.5,10790
3107,ダイワボウホールディングス,プライム（内国株式）,卸売業,105,2,0,0,0,0,0,52.5,0,0,0,0,0,52.5,3773
3109,シキボウ,プライム（内国株式）,繊維製品,50,2,0,0,0,0,0,25,0,0,0,0,0,25,1046
3110,日東紡績,プライム（内国株式）,ガラス・土石製品,127,2,0,0,0,0,0,63.5,0,0,0,0,0,63.5,2851
3111,オーミケンシ,スタンダード（内国株式）,繊維製品,20,1,0,0,0,0,0,20,0,0,0,0,0,0,175
3113,ＵＮＩＶＡ・Ｏａｋホールディングス,スタンダード（内国株式）,証券、商品先物取引業,5,1,0,0,0,0,0,5,0,0,0,0,0,0,84
3116,トヨタ紡織,プライム（内国株式）,輸送用機器,86,2,0,0,0,0,0,43,0,0,0,0,0,43,2238.5
3121,マーチャント・バンカーズ,スタンダード（内国株式）,サービス業,2,1,2,0,0,0,0,0,0,0,0,0,0,0,250
